run,timesteps_total,time_total_s,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,timers/sample_time_ms,timers/learn_time_ms,timers/sample_throughput,timers/learn_throughput
PPO_bc_finetune_vs_baseline_shaped_lr2e5_clip01_3p6M/PPO_BlueTeamVsBaselineShaped_99e44_00000_0_2026-04-24_02-55-38,3072000,33339.75686120987,0.153705026956485,2.228041227979907,-2.9480902385243843,58.064,6482.528,49844.128,1234.086,160.5
