run,timesteps_total,time_total_s,episode_reward_mean,episode_reward_max,episode_reward_min,episode_len_mean,timers/sample_time_ms,timers/learn_time_ms,timers/sample_throughput,timers/learn_throughput
PPO_SP/PPO_Soccer_161cb_00000_0_2026-04-23_00-22-49,4500000,46387.27785420418,1.9013757821185369,1.982800006866455,-2.0,42.98961937716263,64207.134,68999.929,186.895,173.913
